movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,release_year
442,Demolition Man,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993
445,Fatal Instinct,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
446,Farewell My Concubine (Ba wang bie ji),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1993
448,Fearless,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
450,With Honors,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
454,"Firm, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1993
455,Free Willy,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
457,"Fugitive, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993
464,Hard Target,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1993
466,Hot Shots! Part Deux,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1993
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
471,"Hudsucker Proxy, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
474,In the Line of Fire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993
475,In the Name of the Father,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
477,What's Love Got to Do with It?,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1993
480,Jurassic Park,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1993
481,Kalifornia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1993
482,Killing Zoe,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
485,Last Action Hero,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993
489,Made in America,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
490,Malice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993
491,"Man Without a Face, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
492,Manhattan Murder Mystery,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993
493,Menace II Society,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
494,Executive Decision,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
497,Much Ado About Nothing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1993
500,Mrs. Doubtfire,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
501,Naked,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
502,"Next Karate Kid, The",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
507,"Perfect World, A",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1993
508,Philadelphia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
509,"Piano, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1993
511,"Program, The",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
514,"Ref, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
515,"Remains of the Day, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1993
516,Renaissance Man,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
517,Rising Sun,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1993
519,RoboCop 3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1993
520,Robin Hood: Men in Tights,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
521,Romeo Is Bleeding,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1993
524,Rudy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
527,Schindler's List,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1993
529,Searching for Bobby Fischer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
531,"Secret Garden, The",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
532,Serial Mom,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1994
533,"Shadow, The",1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1994
534,Shadowlands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1993
535,Short Cuts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
537,Sirens,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
538,Six Degrees of Separation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
539,Sleepless in Seattle,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1993
540,Sliver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993
541,Blade Runner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1982
542,Son in Law,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1993
543,So I Married an Axe Murderer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1993
544,Striking Distance,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
546,Super Mario Bros.,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1993
548,Terminal Velocity,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1994
550,Threesome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
551,"Nightmare Before Christmas, The",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1993
552,"Three Musketeers, The",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1993
553,Tombstone,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1993
555,True Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1993
562,Welcome to the Dollhouse,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
569,Little Big League,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
575,"Little Rascals, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
581,"Celluloid Closet, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995
585,"Brady Bunch Movie, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
586,Home Alone,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
587,Ghost,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1990
588,Aladdin,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1992
589,Terminator 2: Judgment Day,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1991
590,Dances with Wolves,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1990
592,Batman,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1989
593,"Silence of the Lambs, The",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1991
594,Snow White and the Seven Dwarfs,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1937
595,Beauty and the Beast,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1991
596,Pinocchio,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1940
597,Pretty Woman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990
599,"Wild Bunch, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969
605,One Fine Day,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
606,Candyman: Farewell to the Flesh,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1995
608,Fargo,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
609,Homeward Bound II: Lost in San Francisco,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
610,Heavy Metal,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1981
611,Hellraiser: Bloodline,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1996
612,"Pallbearer, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
613,Jane Eyre,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
616,"Aristocats, The",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
627,"Last Supper, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
628,Primal Fear,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1996
631,All Dogs Go to Heaven 2,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1996
637,Sgt. Bilko,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
640,Diabolique,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
647,Courage Under Fire,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1996
648,Mission: Impossible,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1996
653,Dragonheart,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
661,James and the Giant Peach,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1996
662,Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
663,Kids in the Hall: Brain Candy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
671,Mystery Science Theater 3000: The Movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1996
673,Space Jam,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1996
674,Barbarella,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1968
678,Some Folks Call It a Sling Blade,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1993
688,Operation Dumbo Drop,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1995
694,"Substitute, The",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
704,"Quest, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
707,Mulholland Falls,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
708,"Truth About Cats & Dogs, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
709,Oliver & Company,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1988
711,Flipper,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
714,Dead Man,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1995
719,Multiplicity,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
720,Wallace & Gromit: The Best of Aardman Animation,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
724,"Craft, The",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1996
725,"Great White Hype, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
728,Cold Comfort Farm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
733,"Rock, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
736,Twister,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1996
737,Barb Wire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1996
741,Ghost in the Shell (Kôkaku kidôtai),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995
742,Thinner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1996
743,Spy Hard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
745,Wallace & Gromit: A Close Shave,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
748,"Arrival, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1964
761,"Phantom, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
762,Striptease,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
765,Jack,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
766,I Shot Andy Warhol,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
778,Trainspotting,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
780,Independence Day (a.k.a. ID4),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996
781,Stealing Beauty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
782,"Fan, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
783,"Hunchback of Notre Dame, The",0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1996
784,"Cable Guy, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
785,Kingpin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
786,Eraser,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
788,"Nutty Professor, The",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1996
798,Daylight,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
799,"Frighteners, The",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1996
800,Lone Star,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1996
801,Harriet the Spy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
802,Phenomenon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
804,She's the One,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
805,"Time to Kill, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
810,Kazaam,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
818,"Very Brady Sequel, A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
828,"Adventures of Pinocchio, The",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
829,Joe's Apartment,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1996
830,"First Wives Club, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
832,Ransom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
836,Chain Reaction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
837,Matilda,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996
838,Emma,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
839,"Crow: City of Angels, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
842,Tales from the Crypt Presents: Bordello of Blood,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1996
848,"Spitfire Grill, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
849,Escape from L.A.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996
851,Basquiat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
852,Tin Cup,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
858,"Godfather, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1972
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1992
866,Bound,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1996
879,"Relic, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1997
880,"Island of Dr. Moreau, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996
886,Bulletproof,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1995
898,"Philadelphia Story, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1940
899,Singin' in the Rain,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1952
900,"American in Paris, An",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1951
901,Funny Face,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1957
902,Breakfast at Tiffany's,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1961
903,Vertigo,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1958
904,Rear Window,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1954
905,It Happened One Night,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1934
906,Gaslight,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1944
908,North by Northwest,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1959
909,"Apartment, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1960
910,Some Like It Hot,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1959
911,Charade,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1963
912,Casablanca,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1942
913,"Maltese Falcon, The",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1941
914,My Fair Lady,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1964
915,Sabrina,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1954
916,Roman Holiday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1953
918,Meet Me in St. Louis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1944
919,"Wizard of Oz, The",0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1939
920,Gone with the Wind,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1939
921,My Favorite Year,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
922,Sunset Blvd. (a.k.a. Sunset Boulevard),0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1950
923,Citizen Kane,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1941
924,2001: A Space Odyssey,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1968
926,All About Eve,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1950
928,Rebecca,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1940
930,Notorious,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1946
931,Spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1945
932,"Affair to Remember, An",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1957
933,To Catch a Thief,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1955
934,Father of the Bride,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950
938,Gigi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1958
940,"Adventures of Robin Hood, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1938
942,Laura,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1944
943,"Ghost and Mrs. Muir, The",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1947
945,Top Hat,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1935
947,My Man Godfrey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1936
948,Giant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1956
949,East of Eden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1955
950,"Thin Man, The",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1934
951,His Girl Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1940
952,Around the World in 80 Days,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956
953,It's a Wonderful Life,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1946
954,Mr. Smith Goes to Washington,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1939
955,Bringing Up Baby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1938
965,"39 Steps, The",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1935
968,Night of the Living Dead,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1968
969,"African Queen, The",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1951
971,Cat on a Hot Tin Roof,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1958
986,Fly Away Home,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
991,Michael Collins,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
994,Big Night,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
996,Last Man Standing,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
999,2 Days in the Valley,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1996
1003,Extreme Measures,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
1004,"Glimmer Man, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
1005,D3: The Mighty Ducks,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1006,"Chamber, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
1007,"Apple Dumpling Gang, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975
1009,Escape to Witch Mountain,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1975
1010,"Love Bug, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969
1011,Herbie Rides Again,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
1012,Old Yeller,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1957
1013,"Parent Trap, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1961
1014,Pollyanna,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1960
1015,Homeward Bound: The Incredible Journey,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
1016,"Shaggy Dog, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959
1017,Swiss Family Robinson,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960
1019,"20,000 Leagues Under the Sea",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1954
1020,Cool Runnings,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
1021,Angels in the Outfield,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
1022,Cinderella,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1950
1023,Winnie the Pooh and the Blustery Day,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1968
1025,"Sword in the Stone, The",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1963
1027,Robin Hood: Prince of Thieves,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1991
1028,Mary Poppins,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1964
1029,Dumbo,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1941
1030,Pete's Dragon,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1977
1031,Bedknobs and Broomsticks,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1971
1032,Alice in Wonderland,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1951
1033,"Fox and the Hound, The",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1981
1034,Freeway,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
1035,"Sound of Music, The",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1965
1036,Die Hard,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1988
1037,"Lawnmower Man, The",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1992
1041,Secrets & Lies,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
1042,That Thing You Do!,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
1047,"Long Kiss Goodnight, The",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
1049,"Ghost and the Darkness, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1050,Looking for Richard,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1996
1057,Everyone Says I Love You,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1996
1059,William Shakespeare's Romeo + Juliet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
1060,Swingers,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
1061,Sleepers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
